date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
23-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,28-04-2014,Closed with monetary relief,Yes,CR0820784,3010
23-04-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,25-04-2014,Closed with explanation,Yes,CR0821498,702
22-04-2014,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",Referral,24-04-2014,Closed with explanation,Yes,CR0818625,486
22-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,24-04-2014,Closed with monetary relief,Yes,CR0818731,3093
21-04-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,25-04-2014,Closed with explanation,Yes,CR0817185,3834
21-04-2014,Credit card,Loan account,Billing disputes,Referral,24-04-2014,Closed with explanation,Yes,CR0818443,3268
21-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,24-04-2014,Closed with non-monetary relief,Yes,CR0816522,3549
21-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,23-04-2014,Closed with monetary relief,Yes,CR0816990,3742
21-04-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,25-04-2014,Closed with monetary relief,Yes,CR0817159,260
18-04-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,23-04-2014,Closed with monetary relief,Yes,CR0814684,2636
18-04-2014,Credit card,Loan account,Closing/Cancelling account,Referral,23-04-2014,Closed with explanation,Yes,CR0815612,3498
18-04-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,23-04-2014,Closed with explanation,Yes,CR0815383,64
18-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,25-04-2014,Closed with explanation,Yes,CR0814631,1052
17-04-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,22-04-2014,Closed with monetary relief,Yes,CR0812752,3999
17-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,22-04-2014,Closed with explanation,Yes,CR0813427,4632
16-04-2014,Credit card,Loan account,Delinquent account,Referral,22-04-2014,Closed with non-monetary relief,Yes,CR0811392,1605
16-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-04-2014,Closed with explanation,Yes,CR0811413,10201
15-04-2014,Credit card,Loan account,Transaction issue,Referral,18-04-2014,Closed with explanation,Yes,CR0809846,2562
15-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,18-04-2014,Closed with explanation,Yes,CR0808718,12051
15-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,18-04-2014,Closed with monetary relief,Yes,CR0808721,1861
14-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,17-04-2014,Closed with monetary relief,Yes,CR0806751,4347
14-04-2014,Bank account or service,Other bank product/service,Deposits and withdrawals,Referral,17-04-2014,Closed with non-monetary relief,Yes,CR0806765,1168
11-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,15-04-2014,Closed with explanation,Yes,CR0805352,18
11-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,16-04-2014,Closed with explanation,Yes,CR0805872,7102
10-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,14-04-2014,Closed with monetary relief,Yes,CR0802168,2662
10-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,14-04-2014,Closed with monetary relief,Yes,CR0803846,1387
10-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,15-04-2014,Closed with explanation,Yes,CR0802190,3887
10-04-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,14-04-2014,Closed with explanation,Yes,CR0804223,4071
10-04-2014,Bank account or service,Other bank product/service,Deposits and withdrawals,Referral,14-04-2014,Closed with explanation,Yes,CR0802172,5977
10-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,14-04-2014,Closed with monetary relief,Yes,CR0802856,625
10-04-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,15-04-2014,Closed with monetary relief,Yes,CR0803473,3791
09-04-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,11-04-2014,Closed with explanation,Yes,CR0800863,4813
09-04-2014,Credit card,Loan account,Billing disputes,Referral,11-04-2014,Closed with monetary relief,Yes,CR0801592,4492
08-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,10-04-2014,Closed with monetary relief,Yes,CR0798638,3248
08-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,10-04-2014,Closed with monetary relief,Yes,CR0799050,2522
07-04-2014,Credit card,Loan account,Other,Referral,09-04-2014,Closed with monetary relief,Yes,CR0796615,378
07-04-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,09-04-2014,Closed with non-monetary relief,Yes,CR0796498,1330
07-04-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,09-04-2014,Closed with explanation,Yes,CR0796463,58
07-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,09-04-2014,Closed with explanation,Yes,CR0795866,2182
07-04-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,09-04-2014,Closed with non-monetary relief,Yes,CR0797983,3640
07-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,09-04-2014,Closed with explanation,Yes,CR0796612,6511
07-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,09-04-2014,Closed with monetary relief,Yes,CR0796068,1750
07-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,09-04-2014,Closed with monetary relief,Yes,CR0796286,4652
07-04-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,09-04-2014,Closed with explanation,Yes,CR0796460,1218
05-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,09-04-2014,Closed with monetary relief,Yes,CR0795405,2098
04-04-2014,Credit card,Loan account,Billing disputes,Referral,08-05-2014,Closed with explanation,Yes,CR0793399,2662
03-04-2014,Credit card,Loan account,Closing/Cancelling account,Referral,10-04-2014,Closed with explanation,Yes,CR0791946,1705
03-04-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,09-04-2014,Closed with explanation,Yes,CR0792874,728
03-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,08-04-2014,Closed with monetary relief,Yes,CR0792182,4031
03-04-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,08-04-2014,Closed with non-monetary relief,Yes,CR0792754,4759
03-04-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,08-04-2014,Closed with monetary relief,Yes,CR0792538,5326
02-04-2014,Credit card,Loan account,Advertising and marketing,Referral,07-04-2014,Closed with explanation,Yes,CR0791645,524
02-04-2014,Credit card,Loan account,Rewards,Referral,07-04-2014,Closed with explanation,Yes,CR0789946,5760
02-04-2014,Credit card,Loan account,Closing/Cancelling account,Referral,07-04-2014,Closed with explanation,Yes,CR0790718,6892
02-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,07-04-2014,Closed with explanation,Yes,CR0790705,5445
02-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,07-04-2014,Closed with explanation,Yes,CR0790815,1835
02-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,07-04-2014,Closed with explanation,Yes,CR0790695,1089
02-04-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,07-04-2014,Closed with explanation,Yes,CR0790727,4214
01-04-2014,Credit card,Loan account,Other fee,Referral,04-04-2014,Closed with explanation,Yes,CR0788915,2133
01-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,04-04-2014,Closed with monetary relief,Yes,CR0787902,3181
01-04-2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Referral,04-04-2014,Closed with explanation,Yes,CR0788862,4140
01-04-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,04-04-2014,Closed with explanation,Yes,CR0788899,334
31-03-2014,Credit card,Loan account,Payoff process,Referral,03-04-2014,Closed with explanation,Yes,CR0786740,2584
31-03-2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Referral,03-04-2014,Closed with explanation,Yes,CR0785570,1481
31-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,03-04-2014,Closed,Yes,CR0785256,3486
28-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,03-04-2014,Closed with explanation,Yes,CR0783677,199
28-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,04-04-2014,Closed with explanation,Yes,CR0783353,1939
27-03-2014,Credit card,Loan account,Billing disputes,Referral,02-04-2014,Closed with non-monetary relief,Yes,CR0781184,4556
27-03-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,02-04-2014,Closed with explanation,Yes,CR0780545,175
27-03-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,02-04-2014,Closed with monetary relief,Yes,CR0781631,447
26-03-2014,Credit card,Loan account,Customer service / Customer relations,Referral,01-04-2014,Closed with explanation,Yes,CR0778914,1163
26-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,01-04-2014,Closed with explanation,Yes,CR0778584,1759
26-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,01-04-2014,Closed with explanation,Yes,CR0778907,8667
26-03-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,01-04-2014,Closed with monetary relief,Yes,CR0779983,879
26-03-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,01-04-2014,Closed with explanation,Yes,CR0779982,1441
25-03-2014,Credit card,Loan account,Customer service / Customer relations,Referral,01-04-2014,Closed with explanation,Yes,CR0776273,7311
25-03-2014,Bank account or service,Other bank product/service,Problems caused by my funds being low,Referral,01-04-2014,Closed with explanation,Yes,CR0778256,5827
24-03-2014,Credit card,Loan account,Other fee,Referral,31-03-2014,Closed with monetary relief,Yes,CR0775382,2724
24-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,31-03-2014,Closed with explanation,Yes,CR0774333,3086
24-03-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,31-03-2014,Closed with non-monetary relief,Yes,CR0775380,890
21-03-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,28-03-2014,Closed with monetary relief,Yes,CR0772604,2583
20-03-2014,Credit card,Loan account,Closing/Cancelling account,Referral,27-03-2014,Closed with explanation,Yes,CR0770457,1232
20-03-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,27-03-2014,Closed with monetary relief,Yes,CR0770681,971
20-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,27-03-2014,Closed with monetary relief,Yes,CR0770718,4718
20-03-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,27-03-2014,Closed with monetary relief,Yes,CR0770711,3608
19-03-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,25-03-2014,Closed with explanation,Yes,CR0765975,4293
